Close,High,Low,Open,Volume
TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
277.9487609863281,280.6297008542164,276.9873069400578,279.11356959390025,1963682
278.02276611328125,280.870114337555,276.0629106708182,279.1875975681729,2014488
271.7364807128906,278.1522635914252,271.0523875349238,278.0228253078343,3349176
264.1744384765625,273.4190643671213,262.91716032749156,271.97689370023915,6474892
258.7755432128906,265.69052735317877,257.5552572045776,264.7660648362923,6048178
264.1003723144531,266.2820896182595,258.9973453587472,260.3285619315823,4318408
277.3571472167969,278.8178020198686,268.8336101703508,270.68253458692817,9027690
291.5939636230469,294.496789478561,275.3604153094012,275.4898310342818,10910272
288.376708984375,295.25472080164764,284.49396802248566,295.25472080164764,10327614
292.64776611328125,295.6799841050154,285.56637655944667,294.3487675510774,7945008
296.64154052734375,306.55177431448624,293.2395139099971,295.82800898864775,7261084
288.6910400390625,296.6414144002632,287.93298560231864,296.6414144002632,5154850
288.21038818359375,292.94363085102907,285.0672162271876,292.94363085102907,4347054
284.974853515625,292.85127044794257,283.95794464345073,285.56650055875303,5089504
280.241455078125,282.88542593012875,275.37879757301715,281.40628644814115,7574990
279.63128662109375,283.0702809481612,274.06602956972597,280.1120023752216,3008286
275.58990478515625,281.670466121052,274.422007406001,278.07403737834744,4844398
275.0152893066406,281.0216944888284,269.8060389424504,277.888721719349,6537196
272.9575500488281,274.29229672076485,264.0406448086434,272.1418614694317,5473326
276.646728515625,282.8199614419343,266.95120017943674,272.2716768533418,3378012
273.7733459472656,282.7644123336588,272.51273377315454,279.9280462567778,4739188
279.1679382324219,280.6324667481962,272.6980745615411,275.8495818814229,2977676
273.88446044921875,279.5201001857151,271.58570998212736,279.16786845910997,2716612
268.2487487792969,272.51255059126913,265.6904586402245,272.51255059126913,4607118
268.4898376464844,272.4199427741171,262.5575898283342,270.28804121446933,4170344
272.5682373046875,275.0894379098295,267.34043073444866,268.80495882918774,3005894
271.5115966796875,275.738332829415,269.95437690717046,274.32942832274995,2337374
275.36749267578125,277.31401120652936,272.51259430473874,273.6063568622472,2413156
276.646728515625,278.0741668535799,273.82889671366854,278.0741668535799,1956482
281.09588623046875,283.6170872242934,275.18217169858923,277.0545330365905,1660490
281.2812194824219,284.7293336633952,279.01953664520863,283.5985035596522,2528290
281.3368835449219,284.3586317082771,280.11336180487746,281.7818067130468,1814806
278.27801513671875,281.59637057330434,276.5168791785579,279.8908584867661,2215880
280.7622375488281,283.1536800836097,279.48309176234164,280.6695461531368,2143460
282.5602722167969,283.635500814256,278.5374771068102,281.4109086510069,1853052
283.7652587890625,285.7488670398544,278.85261777659423,280.29861173026603,4076058
284.09906005859375,285.4152730376501,282.2452325867595,285.4152730376501,2672984
282.4492492675781,288.6595735010273,276.64678080043706,284.4143025587816,3015934
282.9682922363281,285.1187280519957,279.92800998602956,282.52336901901265,4053352
285.0260314941406,286.9725507336128,283.3205189266874,285.11872288649647,2754742
283.22772216796875,285.48938224817425,280.6694316387895,284.747851385192,2053606
282.745849609375,284.3586936162451,281.83749195428715,283.63569613935414,1287312
282.78289794921875,285.48948201903687,281.8930515507723,284.59963562059045,3015740
285.00750732421875,288.64100550078643,282.8941389815029,282.8941389815029,3457732
289.21551513671875,290.84689177596175,281.7816741793782,283.1535105401432,4587874
293.4979248046875,294.7214689086295,286.2123971997527,289.21558833007276,3214030
295.4815368652344,296.61236698843226,293.64624331854793,296.61236698843226,2510976
303.28619384765625,304.02772488395857,293.3311487371899,295.4815842165204,6054434
307.3646545410156,308.4584174878262,302.4705445386618,304.5839127930571,3088856
311.70263671875,313.63062231690196,307.7354403711507,309.21850273438514,4174794
306.1966247558594,313.29679187206955,304.2130387349504,313.29679187206955,3724554
304.3614196777344,309.3852878695128,298.55893032824855,298.55893032824855,4716624
306.8455505371094,309.14430140120453,298.892647841978,302.13684630307483,3310110
307.23492431640625,308.84774562883996,304.80639152609984,307.7354488258549,1694964
307.6612243652344,310.25658300856804,303.2861957495611,305.54785637257356,5517582
305.9000244140625,309.95991054341744,304.8804194451697,307.73531788401493,1997806
301.04315185546875,307.475926356954,299.7825396864847,305.5108730827335,3443266
296.6123962402344,302.5817116626771,295.5557236305205,299.8009704479249,3097160
289.4381103515625,299.3004640673267,288.1960322898271,296.61241406486386,7083046
299.5043640136719,300.2458950078279,289.97568621282096,291.5514395754025,5781432
297.8544921875,302.91545093991937,296.33436250150623,302.91545093991937,3001836
295.1478271484375,299.9121766813214,293.7018554947805,299.9121766813214,3702366
295.8893737792969,299.94926013275,289.62345102061516,292.90471632246295,3024558
296.4085388183594,299.39319712442693,292.90479966352603,295.12939307869203,4494438
293.4979248046875,299.54141981835096,292.2558695836887,297.35389458435566,3018012
295.907958984375,296.6124225397998,292.941834758977,293.275532786227,2869882
304.3428039550781,305.43656653471237,291.8850941581728,296.6123535427606,8404916
304.65802001953125,309.55212921204094,303.6754823792759,304.76924514509795,4290952
302.2110290527344,306.99391430576947,301.00604086252457,303.65702393288063,3810958
301.04315185546875,305.8816387054067,296.8905723555811,300.32015436530844,6947704
292.71923828125,308.7177718826455,291.79232492380464,305.88140795697433,12016986
291.0508728027344,296.2415890055857,289.2897369481955,294.7585272333424,7107490
291.403076171875,294.2579743318598,289.56778288119017,292.5709736261475,4751116
289.2712097167969,293.6462375175011,288.27013847204176,292.18170945848226,4306068
291.0880432128906,293.27556915226666,289.27130547739887,291.4217412815191,2512548
291.9037170410156,292.8677210622371,289.58643232134904,291.4031925934611,2621234
285.6006164550781,290.6615738081384,283.63556413148507,289.19704578112203,2400382
281.6891174316406,287.4359832693378,280.1504313973964,287.3803593867574,4622964
283.7838439941406,286.5274943548647,282.72714903456415,283.63552878341005,3690224
284.302978515625,286.0085133793149,279.5942521787401,282.245234533641,2416560
282.15252685546875,287.28761963925166,280.59530733242315,287.28761963925166,2896028
283.91363525390625,284.74785749265425,274.4220490560417,278.07407958267015,4371230
284.4141540527344,285.8230807991923,281.4851207155309,284.72931824801094,2580872
274.8856201171875,282.7458325968681,272.5127112665099,280.66955432482723,4267152
285.5821838378906,312.55537939025226,276.2203530791672,281.7818366982108,2327814
280.4099426269531,288.82632398797887,279.5201190063687,287.343261990608,1351288
281.5779113769531,284.7294186627962,278.4820053477256,280.6695312215574,2740076
283.85809326171875,286.67592499209707,282.319429822054,283.6727104885254,1321452
283.20916748046875,288.0847419855248,279.92790244410713,284.00632221481595,2026996
276.49822998046875,287.3245815602907,272.17880506633196,287.3245815602907,3722050
272.5498352050781,276.59119006353274,269.2871018321535,276.59119006353274,3199180
267.50726318359375,271.7710657152796,265.5792783824514,270.6587694026659,3929266
270.6588439941406,271.5116002095455,265.52375032093937,270.28807845442265,2398092
266.468994140625,269.1385085110452,254.0668917955486,263.24333188593874,2675092
266.0613708496094,270.6588730882072,264.24463308754326,268.80504519034275,2885428
259.3690490722656,264.7266160662193,256.40292452250407,262.50202265389817,2297366
273.6249084472656,276.1461090398044,261.05595034881316,262.50194468924667,3689464
275.0523681640625,278.05558219407953,269.6206673438228,272.51263362367916,6883872
278.3707275390625,279.37179889582296,272.6980200237263,277.99996204616826,2479374
275.4972839355469,279.1493374721295,273.6249227973644,277.51796031683904,3327660
274.06982421875,278.7970836899124,272.4013796995162,275.49726214442586,3136912
279.6497802734375,281.596298465596,272.99453735716065,273.5506854120631,2769330
283.802490234375,285.1187033898771,276.2573978347095,281.7818134932466,1684434
283.7652587890625,285.37810168042284,280.00200396866506,283.8023489028387,1368210
279.2791442871094,280.9661229759074,272.8834386927481,278.03708877430046,1734922
278.14825439453125,282.5232823245298,276.9618003890076,279.55715862558463,2242222
271.78961181640625,281.24413090341255,271.0295471608473,278.8156217030878,4867400
278.2595520019531,279.1864658993614,270.6588580432056,270.6588580432056,1796036
281.4480285644531,283.00524789475696,278.444837636509,282.4490997503432,3237024
289.56787109375,291.8295317136524,281.04026413452306,283.0238506144506,3550492
285.50567626953125,289.8287103457609,281.9839235139895,281.9839235139895,2642976
288.7479553222656,290.6672364823702,285.95289892185735,289.6051014024787,2328816
288.93438720703125,292.4747931423913,284.611374321296,289.56793808155317,1528920
291.8785095214844,294.0027575313309,287.79772148213806,288.93437352145787,2225672
293.5555419921875,295.90338546362193,292.4002380485567,295.4934528442186,1907428
290.1827087402344,293.1081914444649,288.1888885772713,292.5491802719707,1468324
293.03375244140625,294.021348282904,286.9032566006731,286.9591668355619,2959524
288.244873046875,293.853615373173,286.10199633362737,293.03372755972816,3777510
282.6733703613281,289.12062923627644,281.7789432155502,289.12062923627644,2037322
285.0025634765625,285.8969905578494,282.3379341376572,282.65472082096636,1153124
280.921875,285.09583159349125,279.13304295885615,285.09583159349125,2614662
279.8783874511719,283.19519767924623,276.24481318000153,281.36908458806226,3316516
272.797607421875,279.50574530929816,270.4683928776309,279.50574530929816,3407744
277.1951599121094,278.01504798087115,272.36902282753744,273.8410909686404,2943550
