Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2002-10-02,26.151329040527344,26.151329040527344,26.151329040527344,26.151329040527344,0
2002-10-03,26.853788375854492,28.276505640800426,26.49810905961801,26.49810905961801,673264
2002-10-04,26.684843063354492,27.28949685674864,26.409191031747334,27.209469547860888,258296
2002-10-07,26.569263458251953,27.031647996267623,26.338073902863954,26.862700739014915,110976
2002-10-08,27.289508819580078,27.54737591175582,26.498122482784517,26.649287354207814,227352
2002-10-09,26.595924377441406,27.82301706972436,26.36473225340629,27.387310401514796,277040
2002-10-10,26.622608184814453,27.38731959947156,26.062414096636516,27.38731959947156,173224
2002-10-11,27.182798385620117,27.698532414143983,27.111660879659954,27.369527893921887,192536
2002-10-14,26.987178802490234,27.74299764868848,26.729311738864027,27.68964518740953,152744
2002-10-15,26.987178802490234,26.987178802490234,26.987178802490234,26.987178802490234,0
2002-10-16,27.040529251098633,30.42837636991275,26.871582064306054,30.42837636991275,247760
2002-10-17,27.040529251098633,27.20947643789121,26.693742349025722,27.20947643789121,144512
2002-10-18,27.6096134185791,28.40099954067136,27.236148963218564,27.56515349358944,512312
2002-10-21,28.036418914794922,28.97896957487514,27.92082423113219,28.258718470775275,646296
2002-10-22,27.022741317749023,28.27651171974439,26.85379414893964,28.27651171974439,229384
2002-10-23,26.898252487182617,27.529583914729397,26.6937379338844,27.20947193744754,153320
2002-10-24,26.426982879638672,27.28061134543359,26.24914316366161,27.19169148744506,168744
2002-10-25,25.88457679748535,26.382528652564638,25.80454945072352,25.964604144247186,172296
2002-10-28,25.50220489501953,25.964589073557367,25.288797856316574,25.697829596774245,134504
2002-10-29,25.724517822265625,25.92903515554509,25.288810993237654,25.43108333081921,143024
2002-10-30,26.160219192504883,26.631493280298237,25.78675476222534,25.964594450240686,164320
2002-10-31,26.569263458251953,26.675968417369365,26.178016464187834,26.320288838471107,118928
2002-11-01,26.293607711791992,27.13834651108273,26.151335371292873,26.693747143034976,108792
2002-11-04,26.489227294921875,26.675959554527353,26.284712690451407,26.675959554527353,56560
2002-11-05,26.20468521118164,26.551472140769913,26.03573529736525,26.24025261433602,70288
2002-11-06,26.20468521118164,26.20468521118164,26.20468521118164,26.20468521118164,0
2002-11-07,27.013856887817383,28.0986804461875,26.675962448912184,26.675962448912184,204880
2002-11-08,26.542573928833008,26.84490086134563,26.338059369267558,26.49811400600414,77664
2002-11-11,26.14244842529297,26.675967780911193,26.089095947007195,26.675967780911193,66568
2002-11-12,26.27580451965332,26.675943674774945,25.964585176780947,25.964585176780947,106864
2002-11-13,26.053524017333984,26.48033834240914,25.911251671102498,26.40920352610305,106264
2002-11-14,26.409191131591797,26.960495196890417,26.06240431602177,26.462543575591344,211856
2002-11-15,26.978269577026367,27.147216671835963,26.6759427683749,26.99605462431884,154144
2002-11-18,27.253929138183594,27.556256031250612,26.91603485421774,27.209469221155558,217672
2002-11-19,27.253929138183594,27.25392913818359,27.25392913818359,27.25392913818359,0
2002-11-20,28.15201759338379,28.36542463411439,27.2094668904044,27.2094668904044,406128
2002-11-21,30.58843231201172,31.81552531349955,28.67665529251099,28.67665529251099,2664024
2002-11-22,30.117158889770508,32.13563816552043,29.441367383619347,29.441367383619347,1184016
2002-11-25,30.06379508972168,30.73069381525403,29.699223243707095,30.41058188427493,428920
2002-11-26,29.88595199584961,30.90852992417734,29.71700488084941,30.321658570413568,367496
2002-11-27,29.254640579223633,30.410599021563776,29.08569334960549,30.410599021563776,301128
2002-11-28,30.446163177490234,31.10416967778506,29.53028959495246,29.5391821247441,447680
2002-11-29,30.446163177490234,30.446163177490234,30.446163177490234,30.446163177490234,0
2002-12-02,33.709510803222656,34.85657615962972,31.637676969645252,31.9222215339466,1388680
2002-12-03,35.639076232910156,37.292986052384,33.27381029834516,34.500903192422015,4082608
2002-12-04,34.44754409790039,36.412673026162956,33.97627005016406,35.01663050845503,2594928
2002-12-05,35.318973541259766,36.35933439479275,34.23415003899212,34.23415003899212,1720264
2002-12-06,36.243743896484375,36.759478118818286,35.31008514963824,35.92363178341325,1139968
2002-12-09,34.50089645385742,36.795027142919274,34.16300216166377,36.101453505840496,975768
2002-12-10,35.29228591918945,35.92361736108062,33.629486446736166,33.87846092715772,837808
2002-12-11,36.955078125,38.40447012085977,36.10144730126143,36.27928694313957,3286400
2002-12-12,37.25742721557617,38.413385577873285,36.99066759350761,36.99066759350761,2568024
2002-12-13,37.40858840942383,38.18218960920253,37.18628874621978,37.70202287940559,1112288
2002-12-16,35.79913330078125,38.18218427175693,35.5857261966611,37.87985731478518,1231456
2002-12-17,35.14112854003906,36.47492639383176,34.785449112361015,36.47492639383176,855656
2002-12-18,34.812129974365234,36.08368306167217,34.572045233921955,35.532381482075934,618096
2002-12-19,37.755374908447266,38.6801409540502,35.123346383562826,35.51459324359266,3770256
2002-12-20,38.06659698486328,39.089175492419,37.34634549333935,38.235544195561715,2952072
2002-12-23,36.71500778198242,38.24443038156149,36.45714074383512,38.23553785329049,1277744
2002-12-24,38.22663879394531,38.4133710012584,36.67943411578493,36.812813876205965,1729840
2002-12-25,38.22663879394531,38.22663879394531,38.22663879394531,38.22663879394531,0
2002-12-26,39.31146240234375,39.80052152975364,37.879852413929356,38.52007635707685,2894448
2002-12-27,38.422264099121094,39.74716919627323,38.262206756065844,39.587114566836185,956984
2002-12-30,40.65415573120117,41.06318486251656,37.53306851291765,38.41337446842879,4253744
2002-12-31,42.76154708862305,43.45512341324735,39.83608512963879,40.92090817620559,9998480
2003-01-01,43.45513916015625,44.08646803147603,42.672642719098796,42.672642719098796,6027072
2003-01-02,41.47222900390625,44.76226436673925,41.1965768497018,43.76636339859377,5325328
2003-01-03,41.97907638549805,43.428469361133146,41.614504330477246,42.68154290305359,4198040
2003-01-06,40.73418045043945,42.81490422520227,40.45852839557016,42.628172012960604,4121520
2003-01-07,40.262908935546875,41.61449180615137,39.88055464756173,41.258812389004774,2650800
2003-01-08,41.70340347290039,42.07686787303031,40.494093149299495,40.7964200517952,2648456
2003-01-09,42.112422943115234,42.78821404800714,41.57890407824541,41.97015070309316,2630400
2003-01-10,39.53376388549805,42.68152587613968,39.31146427155982,42.68152587613968,1702816
2003-01-13,39.93391036987305,40.36961714879932,38.591219917574676,39.99615264479461,2421496
2003-01-14,40.46741485595703,41.703399940466916,40.19176284241161,40.351817449699745,2239360
2003-01-15,41.2765998840332,41.70341412437892,40.56524100771117,40.79643047162082,2759760
2003-01-16,41.863460540771484,42.82379646283189,40.92091238618195,41.587811201382976,2842656
2003-01-17,40.920921325683594,41.970174605370325,40.74308160277948,41.34773557520593,1284144
2003-01-20,39.613792419433594,40.88534516473348,39.32035800547775,40.72529052323364,928872
2003-01-21,38.58233642578125,40.23624678093703,38.4133891919664,39.66716007637253,1147240
2003-01-22,38.75126647949219,39.65824996320104,38.46672461016932,38.911323825003414,1081352
2003-01-23,37.328556060791016,38.75127381767481,36.8306070167767,38.23553971625194,1001872
2003-01-24,35.99475860595703,38.03991540660501,35.4879170270112,37.435261437947915,1436848
2003-01-27,33.48720932006836,35.5501477971403,32.91812293720775,34.14521553505149,916832
2003-01-28,35.825801849365234,36.10145388728735,32.90033974949832,34.243029833350114,2043224
2003-01-29,34.812129974365234,36.45714761044635,34.536477827757544,35.941413437014525,1370440
2003-01-30,35.34565734863281,36.350451050705786,34.69654321736369,34.69654321736369,1203464
2003-01-31,34.49201202392578,35.64797016614399,34.26971238119151,34.6787442665463,1083040
2003-02-03,37.12403869628906,37.3285532731206,34.58982288109328,34.72320266084043,1566808
2003-02-04,35.959171295166016,38.03989434543616,35.57681719044744,37.16848127655243,1311144
2003-02-05,35.29228591918945,35.92361736108062,34.74098450865079,35.3900982913616,845080
2003-02-06,36.00365447998047,36.208171807218875,34.94550857970556,35.34564799092356,946624
2003-02-07,35.65686798095703,36.92842104046622,35.25672856471188,35.665760510708516,1023440
2003-02-10,34.4742317199707,35.727999608262564,34.35863427073961,35.21226549205874,449688
2003-02-11,34.163021087646484,35.38122189057866,33.96739625413818,34.500915567030404,701960
2003-02-12,33.709510803222656,34.67873648534589,33.45164381823473,34.51868186393768,459064
2003-02-13,33.709510803222656,33.709510803222656,33.709510803222656,33.709510803222656,0
2003-02-14,32.00224304199219,34.038506400602344,31.69991619325132,32.4646271967377,790336
2003-02-17,34.038516998291016,34.145221902182705,32.5713394946816,32.9003440203323,795272
2003-02-18,33.83399963378906,34.856577809317514,33.665052477947135,34.57203323154927,819688
2003-02-19,33.851783752441406,34.474222624700296,33.72729380709512,34.323057813133026,455960
2003-02-20,33.74508285522461,33.958489951111034,32.59801734041893,33.007049190478675,542944
2003-02-21,33.15821075439453,34.10965421280828,33.02483098248336,33.789542217497775,494544
2003-02-24,33.36272430419922,33.958485590648934,33.07817973714216,33.958485590648934,326488
2003-02-25,32.58022689819336,33.43385785421609,32.28679252906898,32.28679252906898,264440
2003-02-26,32.01114273071289,33.398292791767425,31.76216826158796,32.91812619353037,422312
2003-02-27,32.50020217895508,33.04261375667633,31.79773597143592,31.83330336543343,280480
2003-02-28,34.18079376220703,34.500905802063336,32.75807599717349,33.70951958798719,694688
2003-03-03,33.80732727050781,34.847687863181605,32.91812879115325,32.91812879115325,500896
2003-03-04,32.96258544921875,33.433859511135914,32.72250079813302,33.433859511135914,255760
2003-03-05,33.095977783203125,33.433872214820134,31.966694311776163,32.59802595217346,471552
2003-03-06,32.19786834716797,33.36271856743423,32.01113617674675,33.36271856743423,265080
2003-03-07,31.299789428710938,32.70472207330221,31.16640964421359,32.70472207330221,518664
2003-03-10,29.183488845825195,31.47761933934746,28.7211046514385,31.184184990275245,346400
2003-03-11,29.88595199584961,30.90852992417734,28.1520155086852,28.45434235346728,497168
2003-03-12,29.441373825073242,30.71292706743456,29.30799400047788,30.71292706743456,481872
2003-03-13,29.823715209960938,30.39280167027002,29.16570890542799,30.028232479846807,390112
2003-03-14,29.823715209960938,29.82371520996094,29.82371520996094,29.82371520996094,0
2003-03-17,29.73479652404785,30.588427604573585,28.64997601042878,29.005655401179638,373856
2003-03-18,29.73479652404785,29.73479652404785,29.73479652404785,29.73479652404785,0
2003-03-19,29.672557830810547,30.766271003582908,29.388013198509107,30.499511428407335,374256
2003-03-20,30.392799377441406,30.58842410542333,29.16570670517108,29.788145567781438,537616
2003-03-21,30.392799377441406,30.39279937744141,30.39279937744141,30.39279937744141,0
2003-03-24,29.583629608154297,31.12194163795458,29.343544972928605,30.855182138200686,328920
2003-03-25,29.156831741333008,30.21497790242205,28.543285035627576,30.21497790242205,351496
2003-03-26,29.023447036743164,30.054918142952978,28.54328024818907,30.054918142952978,260264
2003-03-27,28.747791290283203,29.16571574153942,28.454356821014066,28.792251222816038,241056
2003-03-28,28.578845977783203,29.52139715248392,28.45435870118932,29.52139715248392,218000
2003-03-31,27.307281494140625,28.249832274848654,23.10137172854872,23.10137172854872,230712
2003-04-02,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-03,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-04,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-07,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-08,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-09,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-10,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-11,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-14,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-15,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-16,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-17,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-18,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-21,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-22,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-23,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-24,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-25,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-28,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-29,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-04-30,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-01,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-02,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-05,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-06,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-07,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-08,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-09,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-12,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-13,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-14,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-15,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-16,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-19,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-20,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-21,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-22,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-23,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-26,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-27,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-28,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-29,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-05-30,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-02,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-03,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-04,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-05,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-06,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-09,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-10,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-11,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-12,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-13,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-16,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-17,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-18,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-19,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-20,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-23,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-24,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-25,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-26,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-27,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-06-30,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-01,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-02,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-03,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-04,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-07,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-08,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-09,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-10,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-11,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-14,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-15,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-16,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-17,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-18,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-21,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-22,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-23,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-24,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-25,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-28,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-29,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-30,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-07-31,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-01,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-04,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-05,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-06,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-07,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-08,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-11,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-12,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-13,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-14,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-15,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-18,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-19,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-20,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-21,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-22,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-25,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-26,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-27,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-28,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-08-29,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-01,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-02,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-03,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-04,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-05,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-08,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-09,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-10,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-11,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-12,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-15,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-16,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-17,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-18,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-19,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-22,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-23,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-24,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-25,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-26,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-29,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-09-30,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-01,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-02,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-03,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-06,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-07,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-08,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-09,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-10,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-13,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-14,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-15,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-16,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-17,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-20,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-21,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-22,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-23,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-24,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-27,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-28,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-29,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-30,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-10-31,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-03,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-04,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-05,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-06,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-07,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-10,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-11,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-12,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-13,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-14,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-17,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-18,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-19,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
2003-11-20,27.307281494140625,27.30728149414062,27.30728149414062,27.30728149414062,0
